utterance,topic_id,topic_label,is_new_topic
"I have an issue making a payment with card, help me inform of it",16,Card Payment Issues,False
ask an agent if i could solve a fucking problem paying,7,Payment & Account Issues,False
"please, can you ask an agent where I can report issues paying?",7,Payment & Account Issues,False
"I changed my mind, can you remove my user account?",42,Account Cancellation,False
can I solve payment problems?,1,Payment Problems & Reporting,False
I want to know how to know where my deliveries are,43,Delivery Tracking,True
tell me if there is a free phone no to contact Customer Service,20,Customer Support & Contact,False
can I get the tracking no for my package?,43,Delivery Tracking,True
"I have no online account, how can I create one?",2,Account Creation Problems,False
"I don't understand you, can you speak with a human?",44,Requesting Human Agent Transfer,True
how do I report a payment problem?,1,Payment Problems & Reporting,False
"I can't understand you, what can I do to contact someone?",-1,Outlier/Noise,False
"my user account's been hacked, how do i get it back?",33,Email & Contact Information,False
how can I view your refund policy?,39,Refund Policy Information,False
can you tell me the hours of customer support?,20,Customer Support & Contact,False
"I didn't receive my bills, what van I do to view them?",40,Missing Bill Access & Viewing,False
I don't have an online account and I want to create one,2,Account Creation Problems,False
"I can't remember my account password, help me reset it",12,Password Recovery & Account Access,False
I want to know how I can download a bill,21,Bill Downloading Help,False
how can i file a consumer complsint for a service?,27,Consumer Complaint Submission,False
"I chnaged my mind, I need help deleting my user account",42,Account Cancellation,False
"I want to report a problem with my payment, what do I have to do?",1,Payment Problems & Reporting,False
"I want to download a bill, can you tell me where I can do it?",21,Bill Downloading Help,False
"please, can you tell me if I can register two user accounts with a single email?",13,Account Creation & Management,False
"I want to use my other account, can you switch them?",38,Account Switching and Preferences,False
help me view my invoices,3,Missing Invoices & Download Issues,False
can I view the cancellation fees?,19,Cancellation Fees and Penalties,False
"I have an issue paying, can you report it?",1,Payment Problems & Reporting,False
"ask an agent if i can see some fucking bills, please",21,Bill Downloading Help,False
can you show me information about the cancellation penalties?,49,Cancellation Penalties,True
can u ask an agent where i can remove my profile?,17,Account Profile & Agent Changes,False
"have a question, can you call Customer Service?",20,Customer Support & Contact,False
help me speak with a human agent,24,Customer Support & Communication,False
"i want to see my bill, what do i have to do?",6,Missing or Lost Bills,False
"I want to report an issue with my payment, what do I have to do?",1,Payment Problems & Reporting,False
how can I reset my password?,12,Password Recovery & Account Access,False
"i want to view the cancellation penalty, what should i do?",49,Cancellation Penalties,True
what information do you have about downloading some invoices?,3,Missing Invoices & Download Issues,False
I want a profile,2,Account Creation Problems,False
"my user account was hacked, what can I do to recover it?",33,Email & Contact Information,False
van i check your reimbursement policy?,-1,Outlier/Noise,False
could you tell me if i could register more than one online account with the same email address?,13,Account Creation & Management,False
ask an agent to delete my account,17,Account Profile & Agent Changes,False
where to check the options for delivery,30,Payment Processing & Billing Errors,False
"i have a problem paying , what do i have to do to report it?",1,Payment Problems & Reporting,False
"i wanna make a review for a service, what can i do?",11,Customer Reviews and Feedback,False
"I losty my invoice, what can I do to view it?",3,Missing Invoices & Download Issues,False
how do I report issues with my payment?,1,Payment Problems & Reporting,False
I want an online account and I want to open one,2,Account Creation Problems,False
can i write an opinion for a service?,11,Customer Reviews and Feedback,False
what's your reimbursement policy?,-1,Outlier/Noise,False
youre not helping and i wanna talk to a human,9,Human Interaction Support,False
"I want information, call Customer Support",20,Customer Support & Contact,False
how do i inform of payment issues?,1,Payment Problems & Reporting,False
"the transaction was declined, can you help me?",1,Payment Problems & Reporting,False
"i lost my invoice, can u show it?",3,Missing Invoices & Download Issues,False
"I have a question, can I contact Customer Support?",20,Customer Support & Contact,False
"I haven't got an account and I would like to register, please",2,Account Creation Problems,False
"I lost my bill, what can I do to view it?",40,Missing Bill Access & Viewing,False
"please, could u give me information about the mail address of the Customer Support?",14,Customer Support Contact Info,False
could u ask an agent if i can see my invoices?,35,Invoice Support Requests,False
"the show was postponed , get a refudn",10,Event Cancellation and Refunds,False
"i got an error message when i attempted to pay, but my card was charged anyway , help me notify it",22,Payment & Billing Errors,False
can you tell me what your payent options are?,47,Payment Methods,True
"I want to submit a complaint, what should I do?",27,Consumer Complaint Submission,False
I wanna know how I can know where my shipments are,0,Package Tracking & Delivery Status,False
I have an issue making a payment and I want to inform of it,1,Payment Problems & Reporting,False
I want to know if I can create two user accounts with the same email address,13,Account Creation & Management,False
"i got an error message when i tried to make a payment, but my card was charged anyway, can i notify it?",52,Payment Error & Accidental Charge,True
