utterance,category
I want to knowif I can register several online accounts with the same email,ACCOUNT
"I have a problem when trying to make a payment, what can I do to inform of it?",PAYMENT
where to change to anpther account,ACCOUNT
"I have a question, what can I do to talk to Customer Service?",CONTACT
"the game was postponed, what do I have to do to obtain a refund?",REFUNDS
"I don't watn my profile, can remove it?",ACCOUNT
"I can't find my bills, check them",INVOICES
"I want to track my packages, can you tell me how to do it?",ORDER
"I lost my invoices, how can I view them?",INVOICES
show me the status of my purchase,ORDER
"the event was postponed, what can i do?",REFUNDS
"I have an issue paying with card, how do I inform of it?",PAYMENT
"i have an issue when trying to pay with card, could i inform of it?",PAYMENT
"Id like to request information about modifying my order, please",ORDER
"i want to use my other user account, i need help changing them",ACCOUNT
I want to know if I can register more than one online account with the same email,ACCOUNT
"could you ask an agent where to view the delivery options, please?",DELIVERY
"I got an error message when I tried to make a payment, but I was charged anyway, can you inform of it?",PAYMENT
"I need a refund, what can I do to get one?",REFUNDS
an error pops when i try to pay with card,PAYMENT
I want information about the delivery options,DELIVERY
"you aren't helping, can I talkto a human agent?",CONTACT
how to speak with Customer Service,CONTACT
"could you tell me what the free number of Customer Support is, please?",CONTACT
"I want to see your money back policy, what can I do?",REFUNDS
ask an agent where to check my bills,INVOICES
"I lost my password, how do I reset it?",ACCOUNT
I don't know anything about your refund policy,REFUNDS
"I want to remove my account, how can I do it?",ACCOUNT
"I have an issue paying for my online order, help me report it",PAYMENT
"I don't understand you, how can I talk to a human?",CONTACT
can you show me the phone number to contact Customer Service?,CONTACT
I'm not happy with the service and I want to file a complaint,FEEDBACK
"I have a question, what should I do to send an email to Customer Service?",CONTACT
"can you ask an agent to show me information about the statsu of my purchase, please?",ORDER
you are not helping and I'd like to contact a human agent,CONTACT
can u ask an agent if there's a newsletter I could receive?,NEWSLETTER
"i dont want my user account, what should i do to close it?",ACCOUNT
"I didn't receive my invoice, what do I have to do to view it?",INVOICES
"I purchased something, what can I do to modify my order?",ORDER
I want information about the status of my refund,REFUNDS
I want to delete my online account,ACCOUNT
I ned help checking the cancellation penalties,CANCELLATION_FEE
can you tell me the free phone number of Client Service?,CONTACT
download some bills,INVOICES
can you show me the free phone number of Client Service?,CONTACT
help me check your refund policy,REFUNDS
ask an agent to create a profile,ACCOUNT
how do I edit the information on my profile?,ACCOUNT
"i want to see my invoices, what can i so?",INVOICES
"I want informatoin, how can I send an email to Customer Support?",CONTACT
"I ordered something, what can i do to change my order?",ORDER
"i have an issue when trying to pay for my online order, how do i inform of it?",PAYMENT
can i own more than one online account?,ACCOUNT
"I have an issue when trying to pay for my online order, I need help notifying it",PAYMENT
i want to requset a reimbursement,REFUNDS
"i get an error when i try to pay for my order, can u helo me?",PAYMENT
"help me set up my shipping address, please",SHIPPING
"I have no user account, what do I have to do?",ACCOUNT
"please, could you ask an agent what the mail of the Client Service?",CONTACT
"i wanna open a fucking online account, could u help me?",ACCOUNT
"an error pops when I try to make a payment for my online order, can you help me?",PAYMENT
i wanna know what the email to contact customer service is,CONTACT
"someone stole my account password, how do I retrieve it?",ACCOUNT
I found a problem when trying to create a profile,ACCOUNT
"I got an error when I attempted to make a payment, but my card was charged anyway , what do I have to do to notify it?",PAYMENT
I ordered an item and i wanna modify my purchase,ORDER
"i haevnt got an account, what should i do to open one?",ACCOUNT
"please, ask an agent if I can open an account",ACCOUNT
"I have an issue making a payment with card, can I report it?",PAYMENT
"i got an error message when i attempted to make a payment, but i was charged anyway, can u inform of it?",PAYMENT
"I want an account, can I create one?",ACCOUNT
ask an agent how to lodge a consumer complaint,FEEDBACK
"i want to modify my fucking purchase, tell me where I can do it, please",ORDER
"I have an issue paying for my order, help me report it",PAYMENT
"I'd like to report a payment issue, what do I have to do?",PAYMENT
"I ordered something, what do I have to do to change my purchase?",ORDER
"i changed my mind, how can i close my online account?",ACCOUNT
"I wanna receive the newsletter, can you give me some information?",NEWSLETTER
"I don't understand you, how can I talk to someone?",CONTACT
information about your payment options,PAYMENT
i have no shipping address and i want to set one up,SHIPPING
I want to know how to track my delivery,ORDER
"my account's been hacked, what do i have to do?",ACCOUNT
i need help notifying an issue with my payment,PAYMENT
I wanna know about modifying my purchase,ORDER
"the show was cancelled, what can I do to request a refund?",REFUNDS
"I need information, help me speak with Customer Support",CONTACT
"I don't like the service, how do I submit a complaint?",FEEDBACK
"I can't understand you, how can I talk to a person?",CONTACT
"I got an error when I tried to pay, but I was charged anyway and I'd like to inform of it",PAYMENT
can I register several online accounts with the same email address?,ACCOUNT
can I register more than one user account witg a single email?,ACCOUNT
i need information and i want to call client service,CONTACT
"I want to file a consumer complaint, what can I do?",FEEDBACK
how to make changes to my profile,ACCOUNT
ask an agent if i can leave a fucking review,FEEDBACK
"I can't find my invoice, helpo me check it, please",INVOICES
"I am happy with the service and I would like to submit an opinion, please",FEEDBACK
"I want to make a comment for a service, what can I do?",FEEDBACK
"i need a refund, what can i do to obtain one?",REFUNDS
I didn't receive my bipl and I want to view kt,INVOICES
can i send an email to customer support?,CONTACT
"please, I'd like to ask for information about seeing some bills",INVOICES
"I don't have a shipping address, can I set one up?",SHIPPING
"I got an error when I attempted to pay, but I was charged anyway , can I notify it?",PAYMENT
where to see your money back policy,REFUNDS
can you tell me if I can register two profiles with a single email?,ACCOUNT
how do I view my bill?,INVOICES
"I want to make an opinion, what should I do?",FEEDBACK
"you aren't helping, how do I contact fucking someone?",CONTACT
"you're not helping, can I speak with a human?",CONTACT
"I ordered a product, help me modify my purchase",ORDER
"ask an agent if I could notify an issue with my payment, please",PAYMENT
"i purchased something, help me change my purchase",ORDER
"I want to lodge an opinion, can you help me?",FEEDBACK
"i want to lodge a consumer complaint for a service, what do i have to do?",FEEDBACK
"I lost my bills, show them",INVOICES
can u ask an agent where to inform of issues with my payment?,PAYMENT
can u ask an agent were i can inform of issues with my payment?,PAYMENT
tell me where to download a bill,INVOICES
can u ask an agent if i could cancel my user account?,ACCOUNT
can you tell me how I can obtain some bils ?,INVOICES
"I don't understand you, contact a human",CONTACT
"please, could you ask an agent if I could see the fucking cancellation fee?",CANCELLATION_FEE
tell me how to get some invoices,INVOICES
how can I solve an issue paying?,PAYMENT
i wanna open a user account,ACCOUNT
"i want to submit a comment for a service, what should i do?",FEEDBACK
could you contact fucking Customer Service ?,CONTACT
"the show was cancelled, help me request a refund",REFUNDS
"the concert was postponed, can you help me?",REFUNDS
"i have a question, what can i do to speak with client service ?",CONTACT
