flags,utterance,category,intent
BIPLQD,"please, could u ask an agent how to get a reimbursement?",REFUNDS,get_refund
BILQ,where can I see my bills?,INVOICES,check_invoices
BIPLQWC,"id like information, could u send an email to fucking customer service?",CONTACT,contact_customer_service
BILC,"I want to track my reimbursement, what can I do?",REFUNDS,track_refund
BILC,"I'm not happy with the service, how do I lodge a consumer complaint?",FEEDBACK,complaint
BILC,"I want to edit my shipping address, can you help me?",SHIPPING,change_shipping_address
BILQC,"I have an issue making a payment with card, what can I do to report it?",PAYMENT,payment_issue
BILQD,can u ask an agent if i can leave a comment?,FEEDBACK,review
BILQC,"ive got no user account, what do i have to do?",ACCOUNT,create_account
BIPLEC,"I would like to lodge an opinion for a service, can you help me?",FEEDBACK,review
BILC,"i have a problem when trying to pay, can i report it?",PAYMENT,payment_issue
BIPLQWC,"i want to view the fucking ticket delivery options, what should i do, please?",DELIVERY,delivery_options
BIL,where can I receive the newsletter?,NEWSLETTER,newsletter_subscription
BMQD,ask an agent if i can solve payment issues,PAYMENT,payment_issue
BILZ,can you tell me the ermail address to contact Customer Support?,CONTACT,contact_customer_service
BIC,"I have no account, what can I do?",ACCOUNT,create_account
BIM,can you tell me how I can get some invoices?,INVOICES,get_invoice
BIML,where do I notify problems with my payment?,PAYMENT,payment_issue
BILQCZ,"i wanna submit a comment, what can i do  ?",FEEDBACK,review
BILQ,can I pay with Master Card?,PAYMENT,check_payment_methods
BIZ,can i file a ocmplaint for a service?,FEEDBACK,complaint
BLQ,i want to know if I can change my purchase,ORDER,change_order
BILQC,"I want to check my package, can you tell me how to do it?",ORDER,track_order
BIMLQ,how do I notify issues making a payment?,PAYMENT,payment_issue
BILQC,"i want a profile, can u create one?",ACCOUNT,create_account
BIMLCZ,"I want to view cancellation fees , what can I do?",CANCELLATION_FEE,check_cancellation_fee
BQ,tell me if theres a newsletter i can subscribe to,NEWSLETTER,newsletter_subscription
BILQC,"I lost my password, what do I have to do to retrieve it?",ACCOUNT,recover_password
BLC,"I don't like the service, make a complaint",FEEDBACK,complaint
BILQC,"an error pops when I attempt to pay for my online order, what should I do?",PAYMENT,payment_issue
BISC,"I didn't receive my invoices, how can I check them?",INVOICES,check_invoices
BPLDWZ,"ask an agent how i could inform of a fucking issuepaying, please",PAYMENT,payment_issue
BLQ,I want to know if I can modify my order,ORDER,change_order
BLC,"I got an error message when I tried to pay, but my card was charged anyway, notify it",PAYMENT,payment_issue
BILC,"i want a user account, what can i do to open one?",ACCOUNT,create_account
BILQC,"I want to use my other online account, can I switch them?",ACCOUNT,switch_account
BIQ,how can I edit the information on my profile?,ACCOUNT,edit_account
BSQ,i need help deleting my account,ACCOUNT,delete_account
BILC,"you're not helping, what do I have to do to talk to a person?",CONTACT,contact_human_agent
BIC,"I need a refund, can you help me?",REFUNDS,get_refund
BIM,can you tell me how long it takes for tickets to arrive?,DELIVERY,delivery_period
BILCZ,"I want to maked an order, what can I do?",ORDER,place_order
BIQC,"i got an error when i tried to pay, but my card was charged anyway, what can i do to report it?",PAYMENT,payment_issue
BILQD,can u ask an agent if i can solve a problem with my payment?,PAYMENT,payment_issue
BILC,"I have a problem when trying to make a payment, what should I do to notify it?",PAYMENT,payment_issue
BILQC,"I get an error when I try to pay for my online order, what do I have to do?",PAYMENT,payment_issue
BILC,"I've got no account, what can I do to open one?",ACCOUNT,create_account
BILEQC,"i dont have a user account, what can i do?",ACCOUNT,create_account
BLQD,ask an agent how to report a problem paying,PAYMENT,payment_issue
BIPLDW,can you ask an agent where I could inform of a fucking problem paying?,PAYMENT,payment_issue
BL,I found issues while registering,ACCOUNT,registration_problems
BILQ,where can I register?,ACCOUNT,create_account
BQC,"i cant remember my password, recover it",ACCOUNT,recover_password
BIPLWC,"I'd like to modify my fucking order, could you tell me where I can do it?",ORDER,change_order
BIQ,how do i check my invoices?,INVOICES,check_invoices
BLQC,"i have a question, talk to customer service",CONTACT,contact_customer_service
BILC,"I want to lodge a comment for a service, what can I do?",FEEDBACK,review
BIPLQDZ,"please , could u ask an agent where to report a payment problem?",PAYMENT,payment_issue
BIL,can I modify my profile?,ACCOUNT,edit_account
BLQ,I want to know where to download an invoice,INVOICES,get_invoice
BILQD,can u ask an agent where i can see the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee
BILC,"I don't want my user account, can you close it?",ACCOUNT,delete_account
BILQ,can I create two profiles with a single email address?,ACCOUNT,create_account
BSLC,"I'm discontent with the service, I need help making a complaint",FEEDBACK,complaint
B,tell me if I can register two accounts with the same email,ACCOUNT,create_account
BMLQ,I want information about the cancellation penalties,CANCELLATION_FEE,check_cancellation_fee
BIL,how do I change my purchase?,ORDER,change_order
BIL,where can I notify an issue making a payment?,PAYMENT,payment_issue
BILC,"I haven't got an online account, how can I register?",ACCOUNT,create_account
BLQ,i want information about the mail of the Client Service,CONTACT,contact_customer_service
BSQC,"I didn't receive my invoices, help me check them",INVOICES,check_invoices
BL,how to download a bill,INVOICES,get_invoice
B,how to track my order,ORDER,track_order
BIPLQDZ,"could u ask an agent if i could update my profile, pleaes?",ACCOUNT,edit_account
BIMSLQC,"i lost my bill, how do i see it?",INVOICES,check_invoices
BILQ,how do I check my order?,ORDER,track_order
BILQC,"I have a question, what can I do to contact Customer Support?",CONTACT,contact_customer_service
BLC,"the event was postponed, help me obtain a reimbursement",REFUNDS,get_refund
BMLQ,I wanna know where to check my shipments,ORDER,track_order
BLQC,i changed my mind and i wanna cancel my online account,ACCOUNT,delete_account
BILC,"I have a problem making a payment with card, can you report it?",PAYMENT,payment_issue
BILQC,"i dont want my profile, how can i close it?",ACCOUNT,delete_account
BILQC,"I have a problem when trying to pay for my online order, what can I do to notify it?",PAYMENT,payment_issue
BILQC,"i forgot my password, how can i retrieve it?",ACCOUNT,recover_password
BILQ,where can I close my account?,ACCOUNT,delete_account
BLC,"I got an error when I tried to make a payment, but my card was charged anyway, I need help notifying it",PAYMENT,payment_issue
BPLQW,id like to see the fucking mail address to contact Customer Support,CONTACT,contact_customer_service
BILZ,where can I delete my user accopunt ?,ACCOUNT,delete_account
BIMLQC,"I want to check my orders, can you tell me how I can do it?",ORDER,track_order
BILQC,"I want a refund, how can I obtain one?",REFUNDS,get_refund
BILQC,"youre not helping, can u talk to a human?",CONTACT,contact_human_agent
BILQC,"im happy with the service, what can i do to make an opinion?",FEEDBACK,review
BISLC,"I lost my bills, can I view them?",INVOICES,check_invoices
BIL,how do I get a bill?,INVOICES,get_invoice
BILQCZ,"I have a problem paying for my online order, what should I do to notify ti?",PAYMENT,payment_issue
BLC,"you aren't helping, speak with a human agent",CONTACT,contact_human_agent
BML,I had a problem creating a profile,ACCOUNT,registration_problems
BILC,"I'm happy with the service, can you lodge a comment?",FEEDBACK,review
BILQC,"im interested in your money back policy, can you tell me about it?",REFUNDS,check_refund_policy
BIMLQ,can you tell me if i can register more than one account with the same email address?,ACCOUNT,create_account
BQ,I have an issue paying with card,PAYMENT,payment_issue
BILCZ,"I want a user avcount, can you help me?",ACCOUNT,create_account
BILC,"I want to notify an issue making a payment, what should I do?",PAYMENT,payment_issue
BILC,"I'm discontent with the service, how can I submit a complaint?",FEEDBACK,complaint
BILQC,"I have a problem paying with card, what do I have to do to report it?",PAYMENT,payment_issue
BL,help me write a comment for a service,FEEDBACK,review
BQ,i want to see the email address to contact customer service,CONTACT,contact_customer_service
BIL,how do I check the options for ticket delivery?,DELIVERY,delivery_options
BIC,"I want to file a review for a service, what do I have to do?",FEEDBACK,review
BIPL,"could you give me information about your money back policy, please?",REFUNDS,check_refund_policy
BL,help me check my order,ORDER,track_order
BPLQC,"i got an error message when i tried to make a payment, but my card was charged anyway and id like to notify it, please",PAYMENT,payment_issue
BML,i want to know if i can register more than one profile with the same email address,ACCOUNT,create_account
BILEQC,"i dont have a profile, can u create one?",ACCOUNT,create_account
BILQ,how do I track my delivery?,ORDER,track_order
BILCZ,"i got an error when i attempted to make a payment, but my card was charged anyway, what can i do to report ikt?",PAYMENT,payment_issue
BILQC,"youre not helping, what should i do to contact a human?",CONTACT,contact_human_agent
BILQC,"someone stole my account password, how do i retrieve it?",ACCOUNT,recover_password
BPLEC,"I am discontent with the service and I want to submit a consumer complaint, please",FEEDBACK,complaint
BIL,can you tell me the email to contact Customer Support?,CONTACT,contact_customer_service
BILQD,can u ask an agent to lodge a consumer complaint?,FEEDBACK,complaint
BL,help me check the status of my reimbursement,REFUNDS,track_refund
BIPLZ,"please, could you find information about the mail of hte Customer Service?",CONTACT,contact_customer_service
BQW,i wanna see the fucking delivery period,DELIVERY,delivery_period
BIM,what's the delivery period for my tickets?,DELIVERY,delivery_period
BILQC,"I have a problem making a payment, what can I do to notify it?",PAYMENT,payment_issue
BIPLQD,"can u ask an agent how to report an issue paying, please?",PAYMENT,payment_issue
BILC,"I got an error when I attempted to pay, but I was charged anyway, can you notify it?",PAYMENT,payment_issue
BPLQD,"please, ask an agent to inform of an issue making a payment",PAYMENT,payment_issue
BPLEC,"I got an error when I tried to make a payment, but my card was charged anyway and I would like to report it",PAYMENT,payment_issue
BMLQD,ask an agent where to check my orders,ORDER,track_order
BILC,"I have an issue when trying to make a payment with card, how can I notify it?",PAYMENT,payment_issue
BML,how to report payment problems,PAYMENT,payment_issue
BPLQC,"i have no user account and i wanna open one, please",ACCOUNT,create_account
BIL,where do I view your refund policy?,REFUNDS,check_refund_policy
BILC,"I want to report a problem making a payment, what should I do?",PAYMENT,payment_issue
BIMLQCZ,"I wanna check ym orders, can you tell me where I can do it?",ORDER,track_order
BM,help me get some invoices,INVOICES,get_invoice
BL,how to inform of an issue with my payment,PAYMENT,payment_issue
